라자, 53, 168
아차, 64, 155
가라, 69, 149
아라, 98, 142
카가, 85, 186
사하, 79, 159
차가, 61, 184
하마, 51, 187
바자, 59, 151
라다, 96, 184
다자, 88, 159
카타, 63, 147
카하, 41, 144
자차, 79, 181
바차, 61, 146
아바, 47, 141
다마, 57, 170
차사, 44, 167
파라, 91, 188
파마, 50, 165
나나, 80, 165
마다, 56, 160
타파, 47, 154
라아, 52, 144
하바, 83, 179
바타, 95, 143
아자, 43, 152
바마, 48, 142
마파, 88, 152
다라, 93, 145
다다, 54, 172
나바, 82, 144
바사, 82, 163
카차, 97, 185
파파, 66, 179
아나, 92, 189
사나, 89, 156
가다, 85, 184
마아, 77, 152
가자, 83, 159
차하, 59, 150
자나, 64, 185
사마, 55, 144
사사, 73, 177
바바, 40, 152
자차, 40, 157
나나, 81, 159
자카, 96, 147
가마, 88, 161
타카, 65, 182
자카, 80, 142
가사, 74, 174
파사, 98, 186
라하, 57, 188
자카, 97, 166
사아, 64, 149
아파, 71, 141
타다, 65, 188
아라, 40, 178
하하, 56, 140
마마, 56, 170
타다, 78, 166
라파, 92, 154
다바, 75, 142
파사, 93, 172
타타, 72, 168
파자, 68, 158
라타, 58, 144
자사, 61, 148
라아, 69, 143
아라, 80, 178
라하, 73, 170
사가, 93, 154
파다, 90, 175
카가, 65, 163
사라, 92, 186
파사, 78, 167
마가, 47, 186
차가, 57, 165
카타, 80, 184
라사, 62, 163
사마, 57, 143
차나, 92, 177
자다, 58, 143
바파, 42, 164
사마, 45, 189
자사, 74, 162
가나, 56, 148
가다, 81, 187
차파, 59, 148
카하, 56, 183
자나, 75, 184
다다, 43, 189
라자, 74, 158
마마, 96, 156
카자, 98, 171
나나, 62, 171
아파, 53, 179
나다, 86, 173
파아, 41, 177
다나, 82, 158
타사, 70, 150
다아, 92, 164
마다, 43, 153
카라, 54, 141
바차, 54, 178
하라, 48, 186
마사, 60, 177
다카, 51, 143
라사, 78, 169
차마, 52, 148
바자, 95, 164
하자, 43, 188
바파, 97, 180
자나, 72, 170
카아, 71, 155
다가, 44, 141
차바, 92, 141
사타, 43, 183
카가, 73, 170
타하, 55, 165
나사, 75, 154
자라, 75, 182
나나, 73, 151
나사, 69, 152
아마, 53, 189
마가, 90, 173
마바, 92, 172
타나, 62, 175
바자, 95, 140
자하, 75, 185
아카, 50, 172
차차, 91, 174
자카, 77, 142
가라, 87, 148
다다, 98, 162
라다, 80, 183
하파, 78, 180
사다, 73, 188
사하, 64, 148
나나, 58, 140
사나, 63, 179
자나, 60, 164
바자, 71, 158
바바, 42, 182
자나, 52, 161
다라, 67, 145
나라, 77, 156
타차, 54, 182
파자, 99, 183
사나, 63, 144
카아, 70, 177
가아, 48, 179
아카, 71, 142
바자, 40, 179
하나, 84, 172
타다, 44, 143
사타, 80, 143
아아, 63, 158
사마, 93, 150
타다, 86, 169
하라, 66, 169
라다, 57, 173
마자, 48, 181
다자, 68, 181
라타, 66, 146
나바, 83, 155
아차, 55, 149
나아, 63, 158
하바, 75, 164
하차, 67, 143
아라, 61, 175
차바, 47, 172
자가, 43, 175
마다, 54, 145
타차, 45, 161
라바, 47, 145
다라, 95, 176
자나, 53, 148
바카, 99, 188
마타, 60, 189
사사, 99, 156
바카, 87, 158
바바, 66, 140
나카, 68, 183
하타, 88, 149
가카, 45, 160
사가, 43, 155
파카, 76, 145
타마, 86, 158
하타, 51, 173
바차, 89, 179
마가, 99, 150
파사, 44, 144
차가, 72, 156
마마, 65, 166
카가, 95, 186
차다, 46, 163
사타, 72, 187
바다, 59, 168
아하, 56, 156
다다, 56, 172
카카, 97, 181
카파, 62, 140
아아, 88, 166
마라, 52, 156
바나, 94, 186
카바, 48, 179
바자, 51, 140
자차, 90, 162
바차, 91, 180
가라, 59, 160
다카, 97, 170
라바, 79, 185
마라, 41, 156
사자, 76, 172
차카, 47, 149
카라, 75, 165
나차, 73, 141
차타, 99, 147
가사, 81, 177
타카, 99, 168
가카, 59, 155
타자, 97, 152
차파, 48, 165
차사, 92, 160
사라, 83, 186
마카, 84, 165
라차, 98, 181
카하, 68, 153
나다, 49, 172
하파, 63, 161
사라, 51, 173
가자, 53, 185
가아, 78, 141
나가, 64, 153
자카, 70, 157
카사, 89, 174
파차, 89, 179
마카, 46, 152
라라, 90, 172
나라, 59, 144
하카, 90, 143
타아, 56, 168
자사, 93, 150
차나, 72, 181
다아, 64, 179
차하, 67, 148
차차, 49, 187
사타, 87, 144
카라, 88, 145
다라, 57, 188
자아, 99, 189
가자, 86, 159
나파, 45, 146
자아, 97, 150
바타, 51, 144
타자, 56, 150
바차, 91, 166
차하, 81, 180
하바, 58, 157
사라, 79, 151
사사, 96, 178
마파, 76, 188
하아, 59, 161
바바, 70, 179
하사, 71, 164
타바, 82, 160
타하, 63, 150
가차, 95, 184
나가, 51, 148
바파, 80, 183
나타, 46, 184
차아, 45, 160
라가, 40, 174
나카, 71, 189
가사, 56, 164
타라, 78, 153
차사, 50, 168
아라, 76, 189
차마, 52, 178
바사, 80, 178
라다, 90, 188
차바, 53, 183
바카, 77, 185
하나, 40, 174
나하, 71, 178
바자, 82, 151
가자, 76, 154
라아, 94, 171
하파, 56, 156
차차, 69, 168
타타, 79, 178
나파, 72, 173
다사, 67, 155
차하, 93, 146
다하, 73, 189
다나, 96, 154
나다, 49, 142
타자, 95, 144
카마, 95, 143
나가, 57, 173
아파, 86, 174
파자, 55, 177
사마, 45, 166
나마, 88, 143
나다, 97, 149
타파, 81, 146
다가, 72, 187
타카, 89, 140
아하, 88, 182
카자, 96, 158
파마, 44, 183
바아, 91, 141
하하, 74, 158
파사, 57, 180
자하, 80, 152
자나, 55, 143
차마, 65, 170
마다, 50, 179
파아, 90, 185
타나, 40, 152
마다, 93, 148
다다, 45, 154
차카, 59, 160
가나, 50, 170
차바, 98, 179
가차, 99, 149
자라, 70, 142
가차, 60, 172
하나, 86, 161
카라, 61, 159
타사, 52, 147
아나, 98, 143
라사, 53, 173
바마, 59, 157
차자, 44, 178
차다, 54, 169
하아, 77, 149
사라, 85, 175
라하, 67, 160
마타, 73, 173
다타, 62, 169
바차, 80, 169
차나, 48, 151
바아, 78, 163
다타, 94, 178
파마, 97, 160
라나, 79, 158
마타, 75, 162
다가, 74, 187
타가, 90, 172
바마, 50, 186
차라, 80, 187
자파, 95, 177
다다, 62, 171
파아, 76, 146
파바, 53, 162
타아, 76, 178
나사, 96, 158
사라, 76, 169
가파, 91, 174
파하, 77, 157
타자, 80, 157
바사, 54, 180
아자, 72, 173
타카, 78, 140
마가, 96, 157
자아, 63, 143
차하, 59, 170
차하, 55, 173
가하, 47, 154
다자, 90, 170
사다, 64, 167
나마, 53, 187
파파, 45, 180
파타, 76, 181
가아, 85, 141
다나, 88, 188
파타, 42, 182
바사, 56, 152
아파, 70, 169
아가, 84, 159
다파, 72, 189
사바, 64, 183
아파, 92, 169
다라, 53, 167
나하, 53, 181
타나, 90, 153
마아, 43, 167
아라, 64, 164
자바, 91, 142
타아, 47, 171
차자, 56, 175
파바, 69, 145
다다, 47, 148
사하, 68, 143
다카, 90, 153
카사, 59, 171
파파, 80, 147
아타, 45, 151
카타, 80, 178
바자, 47, 157
차파, 45, 168
아파, 52, 169
바나, 60, 172
파아, 49, 166
사카, 71, 181
타카, 73, 169
파다, 44, 154
바파, 67, 146
바다, 93, 173
하바, 94, 142
다마, 56, 170
카아, 66, 146
가라, 76, 178
사아, 75, 150
하타, 46, 149
하타, 40, 178
하하, 94, 173
차자, 52, 147
사파, 69, 157
가카, 53, 147
다바, 93, 187
바파, 53, 168
라타, 90, 156
타바, 52, 159
마마, 71, 154
다마, 57, 145
바아, 84, 141
자차, 49, 189
아하, 59, 144
타아, 44, 167
사나, 93, 147
차바, 89, 161
마아, 57, 175
카마, 43, 188
바나, 75, 141
바타, 77, 164
차가, 87, 158
자아, 66, 159
카마, 97, 188
다다, 93, 183
나마, 84, 179
파다, 56, 150
자차, 57, 186
사차, 79, 144
하바, 84, 161
자사, 68, 149
라자, 90, 171
타사, 63, 144
나하, 45, 185
아나, 55, 174
차카, 70, 146
아파, 97, 141
다자, 74, 184
자카, 59, 177
차파, 44, 142
카사, 53, 151
타아, 73, 157
바차, 57, 169
가차, 42, 163
다하, 53, 167
하라, 48, 146
하자, 82, 152
카다, 67, 155
라차, 60, 154
차라, 74, 178
하다, 68, 168
아라, 67, 166
라바, 90, 189
다나, 86, 154
자나, 67, 156
파라, 90, 187
바사, 41, 180
카사, 97, 162
바마, 91, 179
사아, 97, 140
가사, 42, 154
카하, 66, 176
다사, 66, 179
다다, 79, 141
카아, 90, 148
아자, 92, 142
가파, 66, 157
차가, 52, 164
사마, 69, 140
카가, 81, 170
타카, 99, 140
라카, 88, 146
다나, 45, 175
사나, 42, 184
타라, 71, 157
마파, 74, 168
파가, 44, 156
다마, 53, 147
하카, 45, 188
바나, 46, 185
아나, 42, 186
파아, 42, 151
가카, 85, 164
아라, 90, 160
사바, 44, 152
차자, 98, 145
사자, 59, 162
타타, 84, 177
다다, 46, 140
차바, 92, 146
카자, 70, 157
파카, 86, 150
다사, 91, 186
사라, 52, 142
나차, 53, 176
자자, 91, 155
나자, 94, 181
다마, 96, 157
파파, 67, 163
다마, 46, 158
파바, 93, 177
마가, 79, 148
파차, 92, 143
파마, 98, 179
라차, 41, 180
나다, 98, 176
라자, 48, 187
타자, 58, 150
다하, 59, 185
하카, 42, 163
카사, 97, 176
마아, 69, 189
다타, 87, 140
카나, 97, 153
하아, 77, 147
하자, 41, 140
아마, 62, 147
하아, 45, 177
타하, 60, 143
아카, 95, 142
하하, 88, 176
마바, 42, 179
사라, 99, 168
카사, 81, 141
하가, 74, 160
파나, 50, 173
라다, 85, 158
다아, 49, 151
자파, 60, 175
사파, 67, 187
나사, 60, 165
마마, 52, 147
다바, 65, 183
아아, 54, 177
파사, 76, 177
라하, 95, 177
라아, 71, 145
다사, 57, 148
카사, 75, 175
카마, 42, 183
사파, 79, 142
나차, 44, 174
카마, 69, 145
타마, 52, 176
타바, 65, 157
파타, 56, 187
다파, 57, 168
사차, 92, 186
차타, 80, 168
다다, 90, 174
마아, 75, 173
나나, 56, 157
마가, 87, 170
차라, 56, 152
파파, 53, 157
다아, 71, 157
자다, 60, 151
카차, 61, 182
바마, 56, 154
아타, 81, 152
바다, 83, 187
타차, 60, 143
바다, 84, 155
하나, 45, 189
아사, 66, 156
바나, 51, 172
차바, 87, 144
파라, 50, 159
나파, 45, 156
라타, 58, 160
바나, 93, 180
사자, 69, 189
마아, 77, 179
가사, 64, 144
카라, 69, 187
차라, 50, 160
다카, 74, 147
자차, 94, 162
카차, 41, 159
하하, 86, 143
다자, 75, 165
나차, 62, 147
바다, 73, 140
마사, 68, 162
라파, 48, 156
사하, 58, 157
바타, 69, 141
파나, 59, 172
카가, 51, 177
카바, 69, 153
카가, 50, 156
타다, 66, 185
아가, 78, 141
가자, 80, 140
라나, 82, 177
자차, 78, 150
가바, 49, 183
사나, 89, 168
타다, 95, 170
가아, 78, 164
바마, 61, 163
나다, 84, 160
파다, 83, 179
타타, 53, 182
차파, 71, 140
다나, 63, 155
마자, 52, 167
자다, 61, 188
아타, 41, 182
차자, 79, 151
바마, 76, 188
타라, 64, 163
나라, 95, 155
타자, 95, 143
차하, 65, 174
바사, 55, 158
다하, 86, 145
라아, 50, 160
차사, 59, 147
자차, 52, 188
하아, 60, 143
차마, 71, 189
아카, 64, 189
카카, 43, 173
하타, 89, 179
카하, 46, 175
타바, 72, 174
파다, 98, 183
다자, 95, 168
다라, 85, 149
차마, 79, 162
자하, 89, 182
하사, 51, 181
하사, 51, 140
차가, 72, 145
라타, 63, 157
하자, 47, 174
카자, 46, 163
자사, 60, 164
차자, 77, 149
아나, 82, 184
라바, 48, 166
자아, 88, 148
사바, 95, 173
마아, 41, 161
나라, 77, 178
바타, 80, 150
하라, 95, 160
카아, 56, 175
다가, 40, 153
파바, 76, 158
카다, 72, 151
하나, 76, 145
나마, 66, 181
타파, 62, 157
카아, 88, 158
가타, 83, 180
자라, 76, 185
사라, 46, 141
마다, 82, 188
사가, 54, 163
라라, 68, 140
자파, 92, 173
마아, 91, 145
파자, 75, 181
나라, 55, 149
바하, 71, 163
아라, 90, 141
하라, 92, 142
사아, 60, 180
다가, 48, 165
